id,id_cliente,data_pedido,valor,canal_venda
624,85,2024-12-10,832.33,WhatsApp
625,133,2025-01-15,848.37,Loja Virtual
626,167,2024-08-14,1387.36,WhatsApp
627,117,2024-09-22,1297.8,Marketplace
628,14,2025-03-18,139.2,WhatsApp
629,199,2024-11-12,1417.69,Loja Virtual
630,187,2024-07-03,800.03,Loja Virtual
631,16,2025-02-01,1033.95,WhatsApp
632,6,2024-10-04,1497.91,WhatsApp
633,186,2025-01-23,1441.36,WhatsApp
634,149,2024-11-26,453.58,Marketplace
635,154,2025-01-23,804.73,Loja Virtual
636,174,2024-11-16,271.08,Loja Virtual
637,157,2024-08-27,462.87,Marketplace
638,71,2025-04-18,761.7,WhatsApp
639,114,2024-12-18,845.82,WhatsApp
640,114,2024-07-31,771.69,Marketplace
641,191,2025-03-10,304.82,WhatsApp
642,114,2024-06-11,327.35,WhatsApp
643,128,2025-03-22,709.78,WhatsApp
644,61,2025-04-02,369.45,WhatsApp
645,131,2024-08-24,886.3,Marketplace
646,77,2025-05-05,863.3,WhatsApp
647,45,2024-10-02,286.9,Loja Virtual
648,104,2024-06-01,165.16,Loja Virtual
649,200,2025-03-30,150.65,Loja Virtual
650,80,2024-09-24,1287.54,WhatsApp
651,130,2024-06-07,1161.88,Loja Virtual
652,115,2025-03-01,1054.09,WhatsApp
653,44,2024-06-06,580.85,Marketplace
654,115,2024-11-02,403.59,WhatsApp
655,186,2024-05-29,674.62,WhatsApp
656,90,2024-07-23,96.76,Loja Virtual
657,67,2024-09-22,538.51,Marketplace
658,61,2024-08-25,393.04,Loja Virtual
659,53,2024-09-12,507.03,Marketplace
660,49,2024-12-19,1372.37,Loja Virtual
661,175,2024-07-25,74.44,Marketplace
662,114,2024-08-03,1191.09,Loja Virtual
663,51,2025-01-09,746.13,Loja Virtual
664,73,2024-09-24,266.06,WhatsApp
665,105,2024-07-18,768.96,Loja Virtual
666,171,2024-06-08,340.62,WhatsApp
667,35,2025-05-02,1065.15,Loja Virtual
668,136,2024-09-10,52.29,Loja Virtual
669,174,2025-04-03,889.82,WhatsApp
670,71,2025-01-09,815.0,Marketplace
671,174,2025-02-21,1094.6,WhatsApp
672,109,2025-05-01,651.22,Loja Virtual
673,46,2024-10-18,872.61,Loja Virtual
674,151,2024-07-23,665.32,Marketplace
675,75,2025-04-02,762.4,Loja Virtual
676,11,2024-10-27,101.5,Loja Virtual
677,57,2024-11-29,238.66,WhatsApp
678,5,2024-09-12,446.4,WhatsApp
679,82,2025-01-30,1158.4,Loja Virtual
680,90,2024-08-12,1488.36,WhatsApp
681,46,2024-06-17,1467.47,Loja Virtual
682,31,2024-06-18,1190.42,Marketplace
683,150,2024-08-21,410.42,WhatsApp
684,139,2024-06-17,1388.57,Loja Virtual
685,123,2025-04-23,1096.84,Loja Virtual
686,124,2024-06-02,1270.52,WhatsApp
687,49,2025-03-13,1140.66,Loja Virtual
688,8,2024-08-19,1156.96,WhatsApp
689,37,2024-07-13,857.48,Loja Virtual
690,80,2024-08-24,1375.45,Marketplace
691,91,2024-11-09,264.84,WhatsApp
692,180,2024-12-16,53.59,WhatsApp
693,93,2024-11-27,1090.07,Loja Virtual
694,137,2025-02-28,520.83,Marketplace
695,193,2024-09-20,560.86,Loja Virtual
696,149,2024-05-16,1305.08,Loja Virtual
697,58,2024-07-01,323.75,WhatsApp
698,73,2025-05-11,1222.75,Marketplace
699,110,2024-12-24,122.29,Marketplace
700,175,2025-01-31,668.37,Loja Virtual
701,122,2025-05-03,1480.17,Loja Virtual
702,96,2024-10-04,260.83,WhatsApp
703,188,2024-05-23,307.69,WhatsApp
704,16,2024-06-24,677.09,WhatsApp
705,189,2025-02-22,901.83,Loja Virtual
706,35,2024-08-21,1353.16,WhatsApp
707,52,2024-05-22,401.89,Loja Virtual
708,85,2024-12-09,1013.22,Marketplace
709,160,2025-01-10,1442.07,Loja Virtual
710,97,2024-06-21,380.39,Marketplace
711,137,2025-01-30,1308.16,Marketplace
712,31,2024-09-23,332.72,Loja Virtual
713,4,2024-09-27,1431.45,Loja Virtual
714,21,2024-07-24,934.95,WhatsApp
715,155,2025-01-23,1342.14,Loja Virtual
716,175,2024-11-16,802.4,Marketplace
717,184,2025-05-06,943.78,WhatsApp
718,175,2025-02-01,649.01,Loja Virtual
719,136,2024-12-22,1363.5,WhatsApp
720,186,2024-12-30,71.06,Marketplace
721,121,2024-07-15,141.55,WhatsApp
722,175,2025-02-11,389.76,Marketplace
723,68,2024-05-21,1342.69,Marketplace
724,192,2024-07-19,256.73,Loja Virtual
725,177,2025-03-11,781.22,WhatsApp
726,154,2024-06-22,690.25,Loja Virtual
727,87,2024-08-26,596.19,Marketplace
728,168,2024-11-05,838.05,Loja Virtual
729,196,2024-11-10,303.46,WhatsApp
730,113,2024-12-11,336.3,WhatsApp
731,156,2024-06-29,344.27,Loja Virtual
732,98,2024-12-24,1038.31,Marketplace
733,55,2024-12-29,960.11,Loja Virtual
734,130,2024-10-04,752.11,Loja Virtual
735,118,2025-04-07,412.74,Marketplace
736,123,2024-09-15,833.22,Loja Virtual
737,127,2025-02-05,1426.62,Loja Virtual
738,162,2024-08-18,1325.24,Marketplace
739,164,2024-11-24,989.14,Marketplace
740,92,2025-02-27,823.84,Loja Virtual
741,200,2024-07-08,683.61,Marketplace
742,184,2024-10-28,1444.76,WhatsApp
743,111,2025-04-30,752.66,Marketplace
744,152,2025-03-12,468.69,Marketplace
745,156,2024-05-29,682.96,Loja Virtual
746,41,2024-12-02,474.03,Loja Virtual
747,78,2024-06-15,718.38,Marketplace
748,123,2025-01-22,395.16,Marketplace
749,189,2025-04-28,1028.7,Marketplace
750,52,2024-11-03,523.58,Marketplace
751,43,2024-06-04,1365.12,WhatsApp
752,21,2025-02-20,559.29,Marketplace
753,103,2024-09-03,414.29,Loja Virtual
754,77,2025-05-03,985.75,WhatsApp
755,198,2024-12-04,1132.99,WhatsApp
756,123,2025-03-31,979.5,Loja Virtual
757,162,2024-08-17,1471.17,Loja Virtual
758,34,2024-07-08,960.76,WhatsApp
759,47,2024-10-06,408.26,WhatsApp
760,62,2024-08-01,295.18,WhatsApp
761,195,2024-07-27,1212.74,WhatsApp
762,111,2024-08-14,155.46,WhatsApp
763,55,2024-08-31,154.79,WhatsApp
764,148,2024-10-20,785.65,Marketplace
765,28,2024-11-13,691.72,Loja Virtual
766,76,2024-05-22,1450.14,Loja Virtual
767,145,2024-08-29,948.21,Marketplace
768,139,2025-01-02,231.94,Loja Virtual
769,120,2024-07-12,1148.85,Loja Virtual
770,200,2024-12-03,1079.41,Loja Virtual
771,104,2025-02-07,549.38,Loja Virtual
772,77,2024-07-22,1324.4,Marketplace
773,127,2024-10-14,862.05,Loja Virtual
774,120,2025-03-25,576.12,Loja Virtual
775,72,2025-01-18,66.84,WhatsApp
776,65,2024-07-18,994.53,Marketplace
777,172,2024-11-20,950.57,WhatsApp
778,74,2025-03-06,628.03,Marketplace
779,159,2024-10-26,673.85,Loja Virtual
780,155,2024-06-05,207.18,Marketplace
781,186,2024-05-17,1423.86,Marketplace
782,187,2024-12-07,1047.79,WhatsApp
783,50,2025-01-22,922.1,Loja Virtual
784,95,2025-02-26,1310.6,Loja Virtual
785,141,2024-09-22,255.15,Marketplace
786,200,2025-01-24,1247.58,Marketplace
787,39,2024-09-15,199.35,Marketplace
788,18,2025-04-20,1209.18,WhatsApp
789,38,2025-05-09,228.48,Marketplace
790,157,2024-07-13,851.49,Loja Virtual
791,31,2024-07-02,113.18,WhatsApp
792,91,2025-02-26,1191.56,Loja Virtual
793,63,2024-10-27,863.67,Marketplace
794,46,2024-07-10,760.79,WhatsApp
795,132,2024-08-15,1307.3,Loja Virtual
796,141,2024-07-01,1112.36,WhatsApp
797,145,2024-08-09,65.5,Marketplace
798,188,2024-09-27,1101.22,Marketplace
799,75,2024-09-28,153.91,WhatsApp
800,130,2024-10-26,195.23,Marketplace
801,162,2025-04-17,1467.85,Loja Virtual
802,8,2025-04-09,1071.25,Loja Virtual
803,187,2025-01-04,747.01,Loja Virtual
804,4,2025-04-02,451.5,Marketplace
805,167,2024-11-10,200.05,WhatsApp
806,147,2024-12-13,62.61,WhatsApp
807,55,2024-12-17,247.28,Marketplace
808,197,2025-01-01,1429.08,Marketplace
809,84,2024-12-07,828.26,Loja Virtual
810,11,2025-03-25,236.85,WhatsApp
811,48,2025-03-20,1399.34,Marketplace
812,158,2025-04-25,265.92,WhatsApp
813,87,2025-03-06,659.0,Loja Virtual
814,168,2024-12-28,54.01,Loja Virtual
815,133,2024-08-17,1200.57,Marketplace
816,18,2025-01-31,375.65,WhatsApp
817,128,2025-03-16,252.88,WhatsApp
818,34,2024-06-30,1271.64,Marketplace
819,171,2024-11-23,1145.62,Marketplace
820,61,2024-09-03,216.59,Marketplace
821,65,2025-03-25,409.1,Loja Virtual
822,192,2024-10-28,1207.13,Marketplace
823,134,2025-05-11,1372.54,Loja Virtual
824,167,2024-11-14,300.69,Marketplace
825,45,2024-06-28,784.82,Marketplace
826,10,2024-06-27,1188.4,Loja Virtual
827,191,2024-08-21,796.7,WhatsApp
828,47,2025-01-30,488.16,Loja Virtual
829,61,2025-02-06,555.78,Loja Virtual
830,95,2025-03-30,850.27,WhatsApp
831,197,2024-08-29,185.27,Loja Virtual
832,175,2024-09-23,348.91,Marketplace
833,189,2025-02-26,995.15,Marketplace
834,97,2024-06-23,1116.45,Marketplace
835,169,2025-03-09,931.74,Marketplace
836,140,2024-12-29,902.09,WhatsApp
837,20,2024-05-16,1221.72,WhatsApp
838,194,2024-11-08,973.51,WhatsApp
839,115,2024-06-10,87.42,WhatsApp
840,130,2024-09-16,879.73,WhatsApp
841,198,2024-10-11,342.66,WhatsApp
842,200,2024-05-22,901.46,Loja Virtual
843,110,2025-04-07,919.5,WhatsApp
844,155,2025-04-24,428.08,Marketplace
845,75,2024-06-29,1301.44,Loja Virtual
846,73,2024-12-31,871.25,Loja Virtual
847,6,2025-03-25,785.37,Loja Virtual
848,189,2024-10-08,220.23,Marketplace
849,16,2025-04-17,1184.54,Marketplace
850,153,2024-07-11,974.8,Marketplace
851,19,2025-03-06,1442.49,Marketplace
852,86,2025-02-24,764.77,WhatsApp
853,105,2025-02-07,1456.86,WhatsApp
854,16,2024-08-14,466.67,Marketplace
855,125,2025-03-24,913.23,Loja Virtual
856,147,2024-08-14,356.22,WhatsApp
857,36,2025-02-05,1007.86,WhatsApp
858,98,2025-02-24,708.77,WhatsApp
859,167,2024-09-20,393.31,WhatsApp
860,27,2024-12-14,996.19,Marketplace
861,91,2024-11-24,194.5,Marketplace
862,32,2025-02-16,1353.04,Marketplace
863,145,2024-07-31,384.26,WhatsApp
864,10,2024-10-15,1421.31,Loja Virtual
865,182,2025-02-19,1462.42,WhatsApp
866,166,2024-07-17,1302.85,Marketplace
867,200,2024-09-29,1385.62,Marketplace
868,130,2025-04-11,252.92,Marketplace
869,169,2025-03-06,275.33,Loja Virtual
870,19,2024-12-31,494.99,Marketplace
871,125,2024-06-27,1117.18,Loja Virtual
872,149,2024-12-24,860.4,WhatsApp
873,153,2025-04-01,1044.48,WhatsApp
874,177,2024-07-01,915.7,WhatsApp
875,192,2024-11-04,170.08,Loja Virtual
876,49,2025-02-07,410.51,Loja Virtual
877,96,2024-11-18,770.89,Loja Virtual
878,17,2024-12-12,708.82,Marketplace
879,150,2024-07-25,282.74,Loja Virtual
880,162,2024-09-01,967.32,WhatsApp
881,159,2024-09-17,1366.21,Marketplace
882,200,2024-06-02,360.31,Loja Virtual
883,140,2025-02-25,722.01,Marketplace
884,167,2024-08-28,1207.24,Loja Virtual
885,116,2024-08-23,733.84,Marketplace
886,134,2024-06-01,819.82,Loja Virtual
887,10,2024-09-13,1303.78,WhatsApp
888,186,2025-01-20,177.84,WhatsApp
889,159,2025-01-23,695.08,Marketplace
890,197,2024-09-17,1258.65,WhatsApp
891,9,2024-12-05,1092.15,Loja Virtual
892,103,2025-03-18,457.32,WhatsApp
893,185,2024-10-21,988.78,Marketplace
894,21,2024-09-13,84.44,WhatsApp
895,100,2025-02-17,810.05,Marketplace
896,93,2025-03-15,110.07,WhatsApp
897,119,2025-01-28,1449.34,Loja Virtual
898,63,2024-10-19,220.04,WhatsApp
899,14,2024-05-30,175.44,WhatsApp
900,62,2024-12-15,618.8,WhatsApp
901,67,2024-07-07,1085.83,Marketplace
902,39,2024-11-25,78.54,Loja Virtual
903,134,2024-08-05,1175.34,Loja Virtual
904,7,2024-08-04,160.69,Loja Virtual
905,107,2024-08-11,1288.27,WhatsApp
906,101,2025-02-12,424.0,Loja Virtual
907,192,2024-10-04,1035.92,WhatsApp
908,7,2025-01-04,1044.93,WhatsApp
909,65,2025-03-06,1271.55,Marketplace
910,46,2024-05-23,211.44,Marketplace
911,141,2024-09-07,169.83,Loja Virtual
912,173,2024-08-25,365.36,WhatsApp
913,149,2024-11-29,570.6,Loja Virtual
914,97,2025-01-13,89.35,WhatsApp
915,44,2025-04-12,1306.84,Loja Virtual
916,103,2025-01-02,885.3,Loja Virtual
917,187,2025-02-16,671.5,Marketplace
918,131,2024-05-28,800.44,Loja Virtual
919,23,2024-11-06,891.92,WhatsApp
920,181,2025-04-15,1459.45,Loja Virtual
921,118,2025-02-20,203.85,Loja Virtual
922,104,2025-03-16,236.01,WhatsApp
923,194,2024-09-02,925.85,Marketplace
924,199,2024-12-22,955.24,Loja Virtual
925,11,2025-02-03,142.19,Marketplace
926,156,2024-08-07,822.82,Loja Virtual
927,189,2024-10-15,255.89,WhatsApp
928,181,2025-04-07,1431.84,Loja Virtual
929,193,2024-11-07,457.33,Loja Virtual
930,169,2024-05-25,564.17,Marketplace
931,167,2025-01-18,956.6,Loja Virtual
932,162,2025-05-07,229.11,Marketplace
933,65,2024-09-11,344.34,WhatsApp
934,122,2025-02-17,74.09,Loja Virtual
935,17,2024-09-30,355.97,WhatsApp
936,160,2024-10-10,1408.74,Loja Virtual
937,169,2025-05-05,423.24,WhatsApp
938,63,2024-07-23,1091.69,Loja Virtual
939,81,2024-08-28,1049.04,Loja Virtual
940,81,2025-01-08,881.04,WhatsApp
941,83,2025-03-23,111.98,WhatsApp
942,12,2024-07-11,1219.05,Loja Virtual
943,53,2025-05-05,680.3,Loja Virtual
944,90,2024-11-15,1247.43,Loja Virtual
945,118,2025-05-11,559.57,Loja Virtual
946,79,2025-04-13,110.07,Marketplace
947,39,2024-09-16,1056.4,Marketplace
948,40,2024-09-12,254.46,WhatsApp
949,74,2024-11-25,156.36,WhatsApp
950,60,2024-11-11,103.53,WhatsApp
951,14,2024-07-24,575.85,Marketplace
952,108,2025-02-06,713.59,WhatsApp
953,42,2025-02-21,553.87,Loja Virtual
954,166,2024-09-26,142.4,Loja Virtual
955,8,2025-01-02,1117.79,WhatsApp
956,138,2025-01-25,1195.52,Loja Virtual
957,93,2025-04-13,639.35,Loja Virtual
958,115,2025-04-20,1251.2,Loja Virtual
959,158,2024-10-20,117.59,Marketplace
960,144,2024-10-26,1184.17,Marketplace
961,111,2024-10-06,796.02,Loja Virtual
962,77,2024-12-01,1355.1,Loja Virtual
963,161,2025-01-07,759.2,Loja Virtual
964,190,2024-07-04,1233.34,WhatsApp
965,153,2025-05-07,1422.71,Marketplace
966,164,2025-01-02,1484.71,Loja Virtual
967,79,2024-11-01,907.57,Marketplace
968,103,2025-01-04,852.78,Marketplace
969,24,2025-03-02,648.75,Marketplace
970,87,2024-05-30,708.55,Marketplace
971,195,2025-02-22,429.44,WhatsApp
972,198,2025-01-29,1381.83,Marketplace
973,5,2024-11-27,955.17,WhatsApp
974,186,2025-01-16,623.84,Marketplace
975,95,2024-05-21,533.82,WhatsApp
976,36,2025-03-02,1341.32,WhatsApp
977,79,2024-11-30,723.47,Marketplace
978,129,2025-04-28,1116.47,Loja Virtual
979,42,2025-03-04,387.84,Loja Virtual
980,85,2024-08-31,1385.48,WhatsApp
981,81,2024-09-23,840.18,WhatsApp
982,184,2024-06-21,1299.9,Loja Virtual
983,43,2025-02-02,645.34,WhatsApp
984,91,2024-09-02,205.16,WhatsApp
985,175,2024-09-20,957.87,Loja Virtual
986,187,2024-12-23,56.95,Loja Virtual
987,78,2025-03-02,1369.36,Marketplace
988,22,2024-07-17,402.16,WhatsApp
989,21,2024-10-30,750.36,Loja Virtual
990,167,2025-02-14,285.8,WhatsApp
991,74,2024-10-18,316.49,Marketplace
992,124,2024-08-08,142.24,WhatsApp
993,190,2024-12-13,649.96,Loja Virtual
994,11,2025-02-26,1242.51,Loja Virtual
995,17,2024-10-16,58.33,WhatsApp
996,133,2024-07-31,844.31,WhatsApp
997,69,2024-10-01,588.29,Marketplace
998,120,2025-02-18,687.57,Marketplace
999,53,2025-02-21,481.67,Marketplace
1000,181,2025-04-29,896.53,Loja Virtual
