id_pedido,transportadora,status,data_entrega,prazo_estimado,motivo_ocorrencia
506,Total Express,Entregue,2024-10-16,2024-10-15,
507,Correios,Entregue,2025-02-09,2025-02-09,
508,Total Express,Entregue,2024-06-19,2024-06-21,
509,Correios,Atrasado,,2025-05-10,Atraso na malha
510,Jadlog,Entregue,2025-01-25,2025-01-23,
511,Jadlog,Entregue,2024-11-16,2024-11-14,
512,Jadlog,Entregue,2025-02-19,2025-02-19,
513,Total Express,Entregue,2025-01-14,2025-01-15,
514,Correios,Entregue,2024-07-02,2024-07-02,
515,Correios,Entregue,2024-08-01,2024-08-03,
516,Jadlog,Atrasado,,2024-12-11,Atraso na malha
517,Jadlog,Entregue,2024-06-09,2024-06-06,
518,Loggi,Devolvido,,2025-04-19,Cliente recusou
519,Total Express,Atrasado,,2024-11-12,Atraso na malha
520,Total Express,Entregue,2024-06-13,2024-06-14,
521,Jadlog,Entregue,2024-06-05,2024-06-06,
522,Jadlog,Atrasado,,2025-02-11,Atraso na malha
523,Jadlog,Atrasado,,2024-09-01,Atraso na malha
524,Jadlog,Entregue,2024-08-10,2024-08-11,
525,Correios,Devolvido,,2025-03-16,Cliente recusou
526,Correios,Entregue,2025-01-19,2025-01-16,
527,Total Express,Entregue,2025-04-24,2025-04-21,
528,Total Express,Entregue,2025-05-21,2025-05-16,
529,Jadlog,Entregue,2024-11-18,2024-11-16,
530,Jadlog,Entregue,2024-08-25,2024-08-24,
531,Correios,Extraviado,,2024-09-01,Extravio confirmado
532,Total Express,Atrasado,,2024-10-29,Atraso na malha
533,Loggi,Entregue,2025-03-10,2025-03-12,
534,Correios,Entregue,2024-12-07,2024-12-09,
535,Loggi,Entregue,2024-12-30,2024-12-25,
536,Correios,Entregue,2024-11-14,2024-11-15,
537,Correios,Entregue,2025-03-31,2025-03-30,
538,Total Express,Atrasado,,2025-05-02,Atraso na malha
539,Total Express,Extraviado,,2025-02-06,Extravio confirmado
540,Loggi,Entregue,2024-08-16,2024-08-15,
541,Loggi,Entregue,2024-12-25,2024-12-22,
542,Correios,Extraviado,,2025-05-17,Extravio confirmado
543,Total Express,Entregue,2024-06-27,2024-06-22,
544,Jadlog,Entregue,2025-04-09,2025-04-07,
545,Loggi,Devolvido,,2024-06-23,Cliente recusou
546,Correios,Atrasado,,2025-02-16,Atraso na malha
547,Correios,Entregue,2025-01-17,2025-01-19,
548,Loggi,Entregue,2024-11-28,2024-11-28,
549,Loggi,Atrasado,,2024-06-29,Atraso na malha
550,Total Express,Entregue,2024-10-02,2024-09-28,
551,Correios,Entregue,2024-11-15,2024-11-15,
552,Loggi,Entregue,2024-10-01,2024-10-02,
553,Loggi,Atrasado,,2024-06-03,Atraso na malha
554,Loggi,Entregue,2025-05-19,2025-05-16,
555,Correios,Entregue,2024-09-27,2024-09-27,
556,Loggi,Entregue,2024-09-27,2024-09-24,
557,Total Express,Atrasado,,2024-10-02,Atraso na malha
558,Loggi,Entregue,2025-05-10,2025-05-08,
559,Correios,Entregue,2024-12-14,2024-12-11,
560,Correios,Entregue,2024-08-24,2024-08-21,
561,Loggi,Entregue,2024-05-23,2024-05-24,
562,Loggi,Entregue,2024-06-10,2024-06-10,
563,Correios,Entregue,2024-08-04,2024-08-03,
564,Total Express,Atrasado,,2025-01-09,Atraso na malha
565,Total Express,Extraviado,,2025-03-12,Extravio confirmado
566,Correios,Entregue,2024-10-03,2024-10-02,
567,Jadlog,Entregue,2024-11-06,2024-11-01,
568,Correios,Entregue,2024-12-02,2024-12-04,
569,Loggi,Entregue,2024-07-16,2024-07-18,
570,Jadlog,Atrasado,,2024-10-14,Atraso na malha
571,Correios,Entregue,2024-05-28,2024-05-28,
572,Total Express,Extraviado,,2025-04-25,Extravio confirmado
573,Loggi,Entregue,2024-08-20,2024-08-18,
574,Loggi,Entregue,2024-10-15,2024-10-15,
575,Correios,Entregue,2024-08-26,2024-08-24,
576,Total Express,Entregue,2025-05-19,2025-05-16,
577,Total Express,Extraviado,,2024-09-08,Extravio confirmado
578,Loggi,Atrasado,,2025-04-21,Atraso na malha
579,Loggi,Atrasado,,2024-11-03,Atraso na malha
580,Total Express,Devolvido,,2024-07-25,Cliente recusou
581,Correios,Entregue,2024-11-23,2024-11-24,
582,Loggi,Entregue,2025-01-11,2025-01-06,
583,Total Express,Entregue,2024-12-22,2024-12-23,
584,Jadlog,Entregue,2024-09-09,2024-09-10,
585,Total Express,Entregue,2025-01-31,2025-02-01,
586,Jadlog,Atrasado,,2024-07-08,Atraso na malha
587,Correios,Entregue,2025-04-10,2025-04-10,
588,Loggi,Entregue,2025-02-03,2025-02-04,
589,Loggi,Atrasado,,2024-08-04,Atraso na malha
590,Jadlog,Entregue,2024-11-26,2024-11-22,
591,Jadlog,Entregue,2024-11-16,2024-11-11,
592,Total Express,Entregue,2025-03-08,2025-03-09,
593,Correios,Entregue,2025-01-06,2025-01-01,
594,Loggi,Entregue,2024-11-26,2024-11-23,
595,Total Express,Atrasado,,2025-04-01,Atraso na malha
596,Loggi,Atrasado,,2025-03-13,Atraso na malha
597,Jadlog,Entregue,2024-10-08,2024-10-06,
598,Total Express,Entregue,2024-11-02,2024-11-03,
599,Loggi,Devolvido,,2024-07-09,Cliente recusou
600,Jadlog,Entregue,2024-07-02,2024-06-27,
601,Correios,Entregue,2024-07-01,2024-06-27,
602,Total Express,Atrasado,,2024-12-18,Atraso na malha
603,Total Express,Entregue,2024-11-10,2024-11-09,
604,Correios,Entregue,2024-12-12,2024-12-08,
605,Loggi,Atrasado,,2025-05-19,Atraso na malha
606,Loggi,Entregue,2024-08-03,2024-08-01,
607,Jadlog,Atrasado,,2024-08-04,Atraso na malha
608,Loggi,Devolvido,,2025-02-07,Cliente recusou
609,Jadlog,Extraviado,,2024-07-28,Extravio confirmado
610,Correios,Entregue,2025-02-01,2025-01-31,
611,Jadlog,Entregue,2024-09-25,2024-09-21,
612,Loggi,Entregue,2024-11-24,2024-11-22,
613,Correios,Entregue,2025-01-12,2025-01-10,
614,Jadlog,Entregue,2024-12-31,2024-12-30,
615,Loggi,Atrasado,,2024-07-26,Atraso na malha
616,Loggi,Entregue,2024-07-04,2024-06-30,
617,Loggi,Entregue,2025-05-10,2025-05-08,
618,Loggi,Entregue,2025-03-17,2025-03-14,
619,Total Express,Entregue,2024-07-23,2024-07-23,
620,Loggi,Atrasado,,2024-12-13,Atraso na malha
621,Loggi,Devolvido,,2025-04-12,Cliente recusou
622,Total Express,Entregue,2025-03-03,2025-02-28,
623,Total Express,Atrasado,,2025-04-15,Atraso na malha
624,Total Express,Extraviado,,2024-12-16,Extravio confirmado
625,Jadlog,Atrasado,,2025-01-17,Atraso na malha
626,Jadlog,Entregue,2024-08-29,2024-08-24,
627,Loggi,Entregue,2024-10-05,2024-10-01,
628,Loggi,Extraviado,,2025-03-20,Extravio confirmado
629,Total Express,Entregue,2024-11-20,2024-11-21,
630,Jadlog,Entregue,2024-07-09,2024-07-05,
631,Loggi,Devolvido,,2025-02-09,Cliente recusou
632,Correios,Devolvido,,2024-10-11,Cliente recusou
633,Total Express,Atrasado,,2025-01-29,Atraso na malha
634,Loggi,Entregue,2024-12-06,2024-12-05,
635,Correios,Entregue,2025-01-29,2025-01-27,
636,Loggi,Entregue,2024-11-21,2024-11-23,
637,Total Express,Atrasado,,2024-09-06,Atraso na malha
638,Jadlog,Entregue,2025-04-25,2025-04-21,
639,Correios,Atrasado,,2024-12-26,Atraso na malha
640,Correios,Extraviado,,2024-08-10,Extravio confirmado
641,Correios,Devolvido,,2025-03-20,Cliente recusou
642,Correios,Entregue,2024-06-21,2024-06-17,
643,Loggi,Entregue,2025-03-28,2025-03-24,
644,Correios,Entregue,2025-04-10,2025-04-11,
645,Loggi,Entregue,2024-09-06,2024-09-01,
646,Correios,Entregue,2025-05-12,2025-05-07,
647,Total Express,Atrasado,,2024-10-12,Atraso na malha
648,Total Express,Entregue,2024-06-02,2024-06-03,
649,Jadlog,Atrasado,,2025-04-02,Atraso na malha
650,Jadlog,Entregue,2024-09-25,2024-09-26,
651,Loggi,Entregue,2024-06-12,2024-06-10,
652,Jadlog,Entregue,2025-03-03,2025-03-04,
653,Jadlog,Entregue,2024-06-17,2024-06-14,
654,Total Express,Entregue,2024-11-10,2024-11-11,
655,Correios,Entregue,2024-06-03,2024-06-01,
656,Jadlog,Entregue,2024-07-30,2024-07-30,
657,Correios,Entregue,2024-09-30,2024-09-27,
658,Jadlog,Entregue,2024-09-01,2024-08-30,
659,Jadlog,Entregue,2024-09-16,2024-09-17,
660,Jadlog,Entregue,2024-12-26,2024-12-27,
661,Jadlog,Entregue,2024-08-02,2024-08-02,
662,Correios,Extraviado,,2024-08-10,Extravio confirmado
663,Loggi,Entregue,2025-01-19,2025-01-16,
664,Correios,Devolvido,,2024-10-02,Cliente recusou
665,Correios,Entregue,2024-07-25,2024-07-26,
666,Correios,Entregue,2024-06-11,2024-06-13,
667,Total Express,Entregue,2025-05-08,2025-05-10,
668,Loggi,Entregue,2024-09-16,2024-09-17,
669,Loggi,Entregue,2025-04-13,2025-04-11,
670,Loggi,Entregue,2025-01-24,2025-01-19,
671,Correios,Entregue,2025-03-01,2025-02-24,
672,Correios,Entregue,2025-05-14,2025-05-09,
673,Correios,Entregue,2024-10-27,2024-10-24,
674,Jadlog,Entregue,2024-07-29,2024-07-28,
675,Jadlog,Entregue,2025-04-07,2025-04-05,
676,Correios,Entregue,2024-11-04,2024-11-06,
677,Total Express,Extraviado,,2024-12-05,Extravio confirmado
678,Loggi,Entregue,2024-09-15,2024-09-17,
679,Jadlog,Extraviado,,2025-02-04,Extravio confirmado
680,Jadlog,Extraviado,,2024-08-18,Extravio confirmado
681,Total Express,Entregue,2024-06-22,2024-06-22,
682,Loggi,Entregue,2024-06-27,2024-06-22,
683,Loggi,Entregue,2024-08-30,2024-08-31,
684,Correios,Entregue,2024-06-25,2024-06-22,
685,Jadlog,Entregue,2025-04-30,2025-05-01,
686,Correios,Entregue,2024-06-13,2024-06-12,
687,Loggi,Entregue,2025-03-19,2025-03-16,
688,Loggi,Entregue,2024-09-01,2024-08-28,
689,Loggi,Entregue,2024-07-17,2024-07-18,
690,Correios,Entregue,2024-09-03,2024-09-02,
691,Total Express,Entregue,2024-11-14,2024-11-15,
692,Loggi,Entregue,2024-12-24,2024-12-25,
693,Loggi,Entregue,2024-12-06,2024-12-07,
694,Total Express,Entregue,2025-03-06,2025-03-03,
695,Jadlog,Entregue,2024-09-30,2024-09-26,
696,Correios,Entregue,2024-05-24,2024-05-19,
697,Loggi,Entregue,2024-07-14,2024-07-11,
698,Loggi,Entregue,2025-05-18,2025-05-14,
699,Total Express,Entregue,2024-12-28,2024-12-30,
700,Total Express,Entregue,2025-02-06,2025-02-06,
701,Jadlog,Entregue,2025-05-09,2025-05-10,
702,Loggi,Entregue,2024-10-16,2024-10-12,
703,Jadlog,Entregue,2024-06-02,2024-05-31,
704,Correios,Entregue,2024-07-01,2024-06-26,
705,Jadlog,Entregue,2025-03-06,2025-03-04,
706,Total Express,Entregue,2024-08-28,2024-08-23,
707,Total Express,Entregue,2024-05-31,2024-05-30,
708,Correios,Entregue,2024-12-19,2024-12-18,
709,Jadlog,Entregue,2025-01-17,2025-01-14,
710,Jadlog,Extraviado,,2024-06-25,Extravio confirmado
711,Correios,Entregue,2025-02-07,2025-02-03,
712,Total Express,Atrasado,,2024-09-25,Atraso na malha
713,Total Express,Entregue,2024-10-03,2024-10-05,
714,Correios,Atrasado,,2024-08-02,Atraso na malha
715,Total Express,Entregue,2025-01-30,2025-01-28,
716,Loggi,Entregue,2024-11-27,2024-11-22,
717,Total Express,Entregue,2025-05-13,2025-05-15,
718,Total Express,Entregue,2025-02-05,2025-02-03,
719,Correios,Atrasado,,2024-12-30,Atraso na malha
720,Total Express,Atrasado,,2025-01-05,Atraso na malha
721,Correios,Entregue,2024-07-28,2024-07-25,
722,Total Express,Entregue,2025-02-13,2025-02-13,
723,Correios,Entregue,2024-05-31,2024-05-27,
724,Correios,Entregue,2024-07-23,2024-07-24,
725,Loggi,Entregue,2025-03-26,2025-03-21,
726,Total Express,Entregue,2024-06-23,2024-06-24,
727,Loggi,Atrasado,,2024-08-29,Atraso na malha
728,Correios,Atrasado,,2024-11-07,Atraso na malha
729,Total Express,Entregue,2024-11-24,2024-11-19,
730,Jadlog,Devolvido,,2024-12-17,Cliente recusou
731,Loggi,Atrasado,,2024-07-04,Atraso na malha
732,Loggi,Entregue,2025-01-03,2025-01-03,
733,Total Express,Atrasado,,2025-01-01,Atraso na malha
734,Loggi,Entregue,2024-10-15,2024-10-14,
735,Correios,Entregue,2025-04-19,2025-04-15,
736,Correios,Entregue,2024-09-20,2024-09-20,
737,Total Express,Entregue,2025-02-15,2025-02-15,
738,Total Express,Entregue,2024-08-27,2024-08-27,
739,Correios,Entregue,2024-12-04,2024-11-30,
740,Jadlog,Extraviado,,2025-03-06,Extravio confirmado
741,Loggi,Entregue,2024-07-20,2024-07-18,
742,Loggi,Entregue,2024-11-05,2024-10-31,
743,Loggi,Entregue,2025-05-13,2025-05-10,
744,Correios,Entregue,2025-03-21,2025-03-20,
745,Loggi,Entregue,2024-06-01,2024-05-31,
746,Loggi,Extraviado,,2024-12-08,Extravio confirmado
747,Correios,Atrasado,,2024-06-20,Atraso na malha
748,Correios,Atrasado,,2025-01-25,Atraso na malha
749,Total Express,Entregue,2025-05-03,2025-05-05,
750,Loggi,Extraviado,,2024-11-05,Extravio confirmado
751,Loggi,Entregue,2024-06-14,2024-06-12,
752,Jadlog,Entregue,2025-03-01,2025-03-01,
753,Jadlog,Entregue,2024-09-05,2024-09-05,
754,Total Express,Entregue,2025-05-14,2025-05-11,
755,Jadlog,Devolvido,,2024-12-09,Cliente recusou
756,Total Express,Entregue,2025-04-10,2025-04-07,
757,Jadlog,Entregue,2024-08-23,2024-08-21,
758,Jadlog,Entregue,2024-07-18,2024-07-15,
759,Correios,Atrasado,,2024-10-12,Atraso na malha
760,Jadlog,Entregue,2024-08-11,2024-08-09,
761,Jadlog,Entregue,2024-08-01,2024-08-03,
762,Correios,Atrasado,,2024-08-23,Atraso na malha
763,Total Express,Entregue,2024-09-05,2024-09-03,
764,Correios,Extraviado,,2024-10-29,Extravio confirmado
765,Loggi,Atrasado,,2024-11-23,Atraso na malha
766,Total Express,Atrasado,,2024-05-24,Atraso na malha
767,Total Express,Entregue,2024-08-31,2024-08-31,
768,Loggi,Entregue,2025-01-07,2025-01-04,
769,Total Express,Atrasado,,2024-07-18,Atraso na malha
770,Correios,Entregue,2024-12-12,2024-12-13,
771,Loggi,Entregue,2025-02-14,2025-02-16,
772,Correios,Atrasado,,2024-08-01,Atraso na malha
773,Correios,Entregue,2024-10-18,2024-10-18,
774,Correios,Entregue,2025-04-06,2025-04-04,
775,Loggi,Extraviado,,2025-01-23,Extravio confirmado
776,Jadlog,Entregue,2024-07-26,2024-07-25,
777,Jadlog,Entregue,2024-11-27,2024-11-28,
778,Correios,Entregue,2025-03-14,2025-03-15,
779,Correios,Atrasado,,2024-11-03,Atraso na malha
780,Total Express,Entregue,2024-06-16,2024-06-11,
781,Correios,Devolvido,,2024-05-20,Cliente recusou
782,Jadlog,Entregue,2024-12-11,2024-12-09,
783,Jadlog,Entregue,2025-01-28,2025-01-30,
784,Total Express,Entregue,2025-03-03,2025-03-03,
785,Jadlog,Entregue,2024-10-05,2024-10-02,
786,Correios,Entregue,2025-02-07,2025-02-02,
787,Loggi,Entregue,2024-09-27,2024-09-22,
788,Total Express,Extraviado,,2025-04-24,Extravio confirmado
789,Total Express,Extraviado,,2025-05-18,Extravio confirmado
790,Correios,Entregue,2024-07-17,2024-07-16,
791,Correios,Atrasado,,2024-07-06,Atraso na malha
792,Correios,Entregue,2025-03-04,2025-03-02,
793,Total Express,Entregue,2024-11-04,2024-11-06,
794,Jadlog,Entregue,2024-07-17,2024-07-16,
795,Total Express,Entregue,2024-08-26,2024-08-23,
796,Correios,Entregue,2024-07-10,2024-07-05,
797,Jadlog,Entregue,2024-08-17,2024-08-19,
798,Jadlog,Entregue,2024-10-06,2024-10-02,
799,Jadlog,Entregue,2024-10-02,2024-10-02,
800,Total Express,Entregue,2024-11-02,2024-10-29,
801,Correios,Devolvido,,2025-04-24,Cliente recusou
802,Jadlog,Devolvido,,2025-04-15,Cliente recusou
803,Loggi,Entregue,2025-01-16,2025-01-13,
804,Jadlog,Entregue,2025-04-04,2025-04-05,
805,Correios,Entregue,2024-11-17,2024-11-18,
806,Jadlog,Entregue,2024-12-16,2024-12-15,
807,Loggi,Entregue,2024-12-28,2024-12-25,
808,Total Express,Entregue,2025-01-10,2025-01-09,
809,Jadlog,Entregue,2024-12-12,2024-12-09,
810,Loggi,Atrasado,,2025-03-30,Atraso na malha
811,Jadlog,Entregue,2025-03-31,2025-03-27,
812,Jadlog,Entregue,2025-05-06,2025-05-05,
813,Total Express,Entregue,2025-03-10,2025-03-11,
814,Jadlog,Entregue,2025-01-06,2025-01-05,
815,Loggi,Atrasado,,2024-08-23,Atraso na malha
816,Total Express,Extraviado,,2025-02-02,Extravio confirmado
817,Jadlog,Entregue,2025-03-25,2025-03-22,
818,Jadlog,Entregue,2024-07-13,2024-07-10,
819,Total Express,Entregue,2024-11-28,2024-11-27,
820,Total Express,Entregue,2024-09-04,2024-09-05,
821,Loggi,Entregue,2025-04-06,2025-04-04,
822,Total Express,Entregue,2024-11-05,2024-11-07,
823,Jadlog,Atrasado,,2025-05-18,Atraso na malha
824,Loggi,Entregue,2024-11-26,2024-11-23,
825,Total Express,Entregue,2024-07-08,2024-07-03,
826,Total Express,Entregue,2024-07-06,2024-07-05,
827,Total Express,Entregue,2024-08-23,2024-08-24,
828,Jadlog,Entregue,2025-02-03,2025-02-02,
829,Jadlog,Atrasado,,2025-02-11,Atraso na malha
830,Total Express,Atrasado,,2025-04-08,Atraso na malha
831,Total Express,Devolvido,,2024-09-01,Cliente recusou
832,Total Express,Atrasado,,2024-09-28,Atraso na malha
833,Loggi,Entregue,2025-03-03,2025-03-01,
834,Total Express,Entregue,2024-07-02,2024-06-30,
835,Loggi,Devolvido,,2025-03-18,Cliente recusou
836,Total Express,Entregue,2025-01-05,2025-01-03,
837,Loggi,Entregue,2024-05-25,2024-05-26,
838,Correios,Devolvido,,2024-11-14,Cliente recusou
839,Total Express,Entregue,2024-06-15,2024-06-16,
840,Jadlog,Atrasado,,2024-09-18,Atraso na malha
841,Total Express,Entregue,2024-10-21,2024-10-18,
842,Correios,Atrasado,,2024-05-27,Atraso na malha
843,Total Express,Entregue,2025-04-17,2025-04-13,
844,Correios,Entregue,2025-05-01,2025-05-03,
845,Correios,Atrasado,,2024-07-09,Atraso na malha
846,Correios,Entregue,2025-01-14,2025-01-10,
847,Correios,Atrasado,,2025-03-28,Atraso na malha
848,Total Express,Devolvido,,2024-10-10,Cliente recusou
849,Loggi,Entregue,2025-04-27,2025-04-24,
850,Correios,Entregue,2024-07-20,2024-07-16,
851,Loggi,Entregue,2025-03-14,2025-03-16,
852,Correios,Entregue,2025-03-02,2025-03-01,
853,Correios,Atrasado,,2025-02-14,Atraso na malha
854,Jadlog,Entregue,2024-08-27,2024-08-24,
855,Correios,Entregue,2025-04-02,2025-04-03,
856,Loggi,Entregue,2024-08-15,2024-08-16,
857,Total Express,Entregue,2025-02-14,2025-02-12,
858,Correios,Entregue,2025-02-24,2025-02-26,
859,Jadlog,Entregue,2024-09-24,2024-09-26,
860,Loggi,Entregue,2024-12-16,2024-12-17,
861,Total Express,Entregue,2024-11-25,2024-11-26,
862,Loggi,Entregue,2025-02-21,2025-02-20,
863,Total Express,Entregue,2024-08-04,2024-08-03,
864,Correios,Entregue,2024-10-21,2024-10-20,
865,Correios,Entregue,2025-03-01,2025-02-26,
866,Jadlog,Entregue,2024-07-22,2024-07-19,
867,Jadlog,Entregue,2024-10-02,2024-10-01,
868,Loggi,Entregue,2025-04-22,2025-04-21,
869,Jadlog,Atrasado,,2025-03-12,Atraso na malha
870,Jadlog,Devolvido,,2025-01-10,Cliente recusou
871,Total Express,Entregue,2024-07-06,2024-07-04,
872,Correios,Atrasado,,2024-12-31,Atraso na malha
873,Correios,Entregue,2025-04-04,2025-04-06,
874,Loggi,Entregue,2024-07-05,2024-07-05,
875,Jadlog,Extraviado,,2024-11-08,Extravio confirmado
876,Correios,Entregue,2025-02-13,2025-02-13,
877,Correios,Atrasado,,2024-11-23,Atraso na malha
878,Loggi,Atrasado,,2024-12-20,Atraso na malha
879,Loggi,Atrasado,,2024-08-04,Atraso na malha
880,Jadlog,Entregue,2024-09-05,2024-09-06,
881,Loggi,Atrasado,,2024-09-27,Atraso na malha
882,Correios,Entregue,2024-06-09,2024-06-10,
883,Total Express,Entregue,2025-03-03,2025-02-27,
884,Loggi,Entregue,2024-09-08,2024-09-03,
885,Loggi,Atrasado,,2024-08-28,Atraso na malha
886,Correios,Entregue,2024-06-13,2024-06-10,
887,Total Express,Entregue,2024-09-13,2024-09-15,
888,Total Express,Entregue,2025-01-22,2025-01-24,
889,Total Express,Entregue,2025-01-31,2025-01-29,
890,Correios,Extraviado,,2024-09-25,Extravio confirmado
891,Correios,Atrasado,,2024-12-15,Atraso na malha
892,Loggi,Atrasado,,2025-03-23,Atraso na malha
893,Jadlog,Entregue,2024-10-29,2024-10-25,
894,Loggi,Entregue,2024-09-17,2024-09-19,
895,Jadlog,Entregue,2025-02-22,2025-02-22,
896,Total Express,Extraviado,,2025-03-25,Extravio confirmado
897,Jadlog,Entregue,2025-02-11,2025-02-06,
898,Total Express,Entregue,2024-10-22,2024-10-23,
899,Jadlog,Entregue,2024-06-06,2024-06-08,
900,Jadlog,Atrasado,,2024-12-20,Atraso na malha
901,Correios,Entregue,2024-07-17,2024-07-17,
902,Correios,Entregue,2024-12-04,2024-11-30,
903,Jadlog,Entregue,2024-08-17,2024-08-13,
904,Loggi,Extraviado,,2024-08-13,Extravio confirmado
905,Correios,Entregue,2024-08-18,2024-08-13,
906,Total Express,Entregue,2025-02-23,2025-02-20,
907,Jadlog,Devolvido,,2024-10-06,Cliente recusou
908,Total Express,Entregue,2025-01-11,2025-01-12,
909,Correios,Atrasado,,2025-03-16,Atraso na malha
910,Correios,Atrasado,,2024-06-02,Atraso na malha
911,Jadlog,Entregue,2024-09-11,2024-09-13,
912,Correios,Entregue,2024-08-30,2024-08-31,
913,Jadlog,Entregue,2024-12-08,2024-12-03,
914,Total Express,Entregue,2025-01-23,2025-01-18,
915,Jadlog,Entregue,2025-04-23,2025-04-19,
916,Loggi,Devolvido,,2025-01-04,Cliente recusou
917,Jadlog,Entregue,2025-02-28,2025-02-25,
918,Loggi,Entregue,2024-06-02,2024-06-01,
919,Loggi,Extraviado,,2024-11-09,Extravio confirmado
920,Jadlog,Entregue,2025-04-26,2025-04-22,
921,Jadlog,Atrasado,,2025-02-27,Atraso na malha
922,Total Express,Entregue,2025-03-23,2025-03-19,
923,Loggi,Entregue,2024-09-13,2024-09-12,
924,Loggi,Entregue,2024-12-28,2024-12-28,
925,Correios,Entregue,2025-02-10,2025-02-12,
926,Jadlog,Entregue,2024-08-18,2024-08-17,
927,Correios,Entregue,2024-10-22,2024-10-19,
928,Loggi,Entregue,2025-04-15,2025-04-10,
929,Total Express,Entregue,2024-11-14,2024-11-14,
930,Jadlog,Entregue,2024-05-28,2024-05-29,
931,Correios,Entregue,2025-01-26,2025-01-22,
932,Loggi,Devolvido,,2025-05-17,Cliente recusou
933,Loggi,Entregue,2024-09-16,2024-09-16,
934,Total Express,Devolvido,,2025-02-25,Cliente recusou
935,Correios,Atrasado,,2024-10-06,Atraso na malha
936,Jadlog,Atrasado,,2024-10-20,Atraso na malha
937,Correios,Entregue,2025-05-11,2025-05-10,
938,Loggi,Entregue,2024-08-04,2024-08-02,
939,Total Express,Extraviado,,2024-09-06,Extravio confirmado
940,Correios,Entregue,2025-01-19,2025-01-16,
941,Total Express,Entregue,2025-04-02,2025-03-28,
942,Jadlog,Extraviado,,2024-07-18,Extravio confirmado
943,Jadlog,Entregue,2025-05-20,2025-05-15,
944,Total Express,Entregue,2024-11-25,2024-11-20,
945,Total Express,Atrasado,,2025-05-19,Atraso na malha
946,Total Express,Entregue,2025-04-17,2025-04-15,
947,Total Express,Atrasado,,2024-09-24,Atraso na malha
948,Total Express,Entregue,2024-09-22,2024-09-22,
949,Correios,Entregue,2024-12-06,2024-12-05,
950,Correios,Entregue,2024-11-25,2024-11-21,
951,Jadlog,Entregue,2024-07-28,2024-07-30,
952,Total Express,Entregue,2025-02-15,2025-02-11,
953,Loggi,Entregue,2025-03-01,2025-02-27,
954,Jadlog,Extraviado,,2024-10-03,Extravio confirmado
955,Correios,Entregue,2025-01-13,2025-01-08,
956,Correios,Entregue,2025-01-30,2025-01-29,
957,Loggi,Entregue,2025-04-19,2025-04-19,
958,Correios,Entregue,2025-05-01,2025-04-28,
959,Loggi,Atrasado,,2024-10-23,Atraso na malha
960,Loggi,Devolvido,,2024-11-01,Cliente recusou
961,Correios,Entregue,2024-10-11,2024-10-13,
962,Correios,Entregue,2024-12-13,2024-12-11,
963,Correios,Entregue,2025-01-10,2025-01-10,
964,Correios,Entregue,2024-07-11,2024-07-08,
965,Correios,Entregue,2025-05-12,2025-05-13,
966,Loggi,Entregue,2025-01-10,2025-01-08,
967,Loggi,Atrasado,,2024-11-08,Atraso na malha
968,Total Express,Entregue,2025-01-11,2025-01-12,
969,Loggi,Entregue,2025-03-10,2025-03-06,
970,Correios,Entregue,2024-06-07,2024-06-08,
971,Jadlog,Entregue,2025-03-01,2025-02-24,
972,Correios,Extraviado,,2025-02-01,Extravio confirmado
973,Total Express,Devolvido,,2024-12-04,Cliente recusou
974,Correios,Atrasado,,2025-01-24,Atraso na malha
975,Loggi,Entregue,2024-06-02,2024-05-28,
976,Jadlog,Entregue,2025-03-10,2025-03-08,
977,Loggi,Atrasado,,2024-12-07,Atraso na malha
978,Total Express,Entregue,2025-04-29,2025-04-30,
979,Jadlog,Atrasado,,2025-03-13,Atraso na malha
980,Jadlog,Entregue,2024-09-08,2024-09-05,
981,Correios,Entregue,2024-10-05,2024-10-03,
982,Total Express,Entregue,2024-06-26,2024-06-27,
983,Loggi,Entregue,2025-02-09,2025-02-10,
984,Loggi,Entregue,2024-09-05,2024-09-04,
985,Total Express,Entregue,2024-09-23,2024-09-22,
986,Correios,Entregue,2025-01-01,2024-12-29,
987,Correios,Atrasado,,2025-03-08,Atraso na malha
988,Loggi,Entregue,2024-07-31,2024-07-27,
989,Correios,Entregue,2024-11-10,2024-11-08,
990,Correios,Entregue,2025-02-19,2025-02-16,
991,Total Express,Entregue,2024-10-30,2024-10-28,
992,Jadlog,Devolvido,,2024-08-17,Cliente recusou
993,Loggi,Devolvido,,2024-12-18,Cliente recusou
994,Jadlog,Entregue,2025-03-08,2025-03-06,
995,Loggi,Atrasado,,2024-10-25,Atraso na malha
996,Jadlog,Devolvido,,2024-08-06,Cliente recusou
997,Total Express,Entregue,2024-10-10,2024-10-06,
998,Correios,Atrasado,,2025-02-24,Atraso na malha
999,Loggi,Extraviado,,2025-02-27,Extravio confirmado
1000,Loggi,Atrasado,,2025-05-06,Atraso na malha
